id,references,prediction,Average_ROUGE,Average_BERTScore,Difference
192,"[""Miss Eliza asks about Martin's preparation for exams and economic problems. Martin appreciates Mister Lam and the students' welfare club for providing a part-time job."", ""Miss Eliza cares about Martin's preparation for the exams and his problem with the pocket money. Martin thanks Mister Lam and thinks the students' welfare club is fantastic."", ""Martin tells Miss Eliza about his exams and his part-time job. Martin appreciates Mister Lam and the students' welfare club.""]","Eliza discusses Martin's exam prep and job, which solved his financial issues thanks to Mr. Lamb and the student welfare club.",0.4325,0.9165,0.484
416,"['#Person1# helps #Person2# order a hard-boiled egg with dark toast and orange juice to follow.', '#Person1# helps #Person2# order one hard-boiled egg with dark toast and orange juice to follow.', '#Person1# helps #Person2# order a hard-boiled egg with dark toast and orange juice to follow.']","#Person1#, a waiter, takes and prepares #Person2#'s breakfast order of an egg, toast, and juice.",0.4375,0.9188,0.4813
47,"['James comes to help Mrs. Thomas to do some housework on the weekend. James is saving up to buy a bike.', 'James helped Mrs. Thomas with housework since she has broken her legs, and he wanted to save money for a bike.', 'James helps Mrs. Thomas to do chores because James wanted to save money and Mrs. Thomas is incapable.']","James helps Mrs. Thomas with chores and dog-walking due to her broken leg, while saving for a bike.",0.4428,0.9236,0.4809
147,"['#Person1# and #Person2# blame each other for the series of bad experiences during the journey.', '#Person1# and #Person2# are blaming each other for lots of bad experience during the journey.', '#Person1# and #Person2# quarrel and blame each other because of bad experiences during the journey.']","#Person1# and #Person2# argue, blaming each other for a series of missteps and poor decisions, refusing to take responsibility.",0.4706,0.9505,0.4799
285,"[""#Person1# and #Person2# are going to Mike's birthday party tomorrow."", ""Both #Person1# and #Person2# were invited to Mike's birthday party. #Person2# will give #Person1# a ride."", ""#Person2# will drive #Person1# to Mike's birthday.""]","#Person1# and #Person2# plan for Mike's birthday party, discussing time and transportation arrangements.",0.4584,0.9361,0.4777
77,"[""#Person1# is going to New York for the first time. #Person2# suggests #Person1# use a personal tour guide service to make #Person1#'s trip plan."", '#Person2# recommends a personal tour guide service to #Person1#.', '#Person2# introduces #Person1# a website for personal tour guide service.']","#Person1# worries about navigating New York alone; #Person2# recommends a personalized tour guide service, 'A Friend in New York'.",0.441,0.9159,0.4749
86,"[""#Person2# wants to buy a gift for his mother's birthday. After knowing his mother's preference, #Person1# recommends a gold watch."", ""#Person1# helps #Person2# pick a gift for #Person2#'s mother, and #Person2# decides to buy a watch."", '#Person2# is looking for a gift for his mother in a shop and #Person1# gives him some helpful suggestions.']","#Person2# consults #Person1# for a suitable birthday gift for his mother, eventually deciding on a gold watch.",0.4589,0.9317,0.4728
227,"['#Person1# and #Person2# talk about popular sports in their country. Rugby is popular in both countries.', '#Person1# and #Person2# are talking about the popular sports in their countries, including football, basketball, tennis, swimming, golf, extreme sports and rugby.', ""People in #Person2#'s country like football, basketball, tennis, and swimming. People in #Person1#'s country like golf. A few people like extreme sports. Both people like rugby.""]","#Person1# and #Person2# compare the popularity of various sports in their countries, revealing football, golf, and rugby as favorites.",0.4537,0.9245,0.4708
355,"['#Person1# and #Person2# decide to order chicken feet and wine.', '#Person1# and #Person2# are ordering food and drinks.', '#Person1# and #Person2# order chicken feet and wine.']",Two friends discuss and agree on ordering chicken feet and house red wine at a restaurant.,0.4038,0.873,0.4692
53,"[""#Person1# and #Person2# are gossiping about Lulu and Vic's break-up."", ""#Person1# and #Person2# are talking about Lulu and Vic's breakup."", ""#Person1# and #Person2# talk about Lulu and Vic's breakup.""]","#Person1# reveals Lulu and Vic's secret relationship and subsequent breakup, surprising #Person2#.",0.4739,0.9406,0.4667
9,"['#Person1# and #Person2# are talking about Abraham Lincoln. They think he was a noble man.', '#Person2# admires Abraham Lincoln for his perseverance, courage and humility.', '#Person1# and #Person2# talk about Abraham Lincoln and his glorious history. They both admire him.']","#Person1# and #Person2# admire Abraham Lincoln's honesty, perseverance, courage, vision, and humility in a discussion.",0.4632,0.9268,0.4636
364,"['#Person1# helps #Person2# to return a book and check out a video in the library.', ""with #Person1#'s help, #Person2# returns a book and checks out a video in the library."", '#Person1# is helping #Person2# return a book and check out a video in the library.']","#Person2# returns a book and borrows a video from #Person1#, promising to avoid any damage.",0.4616,0.9197,0.4581
266,"['#Person2# is introducing to #Person1# their family members in New Zealand and their relationships.', '#Person2# introduces to #Person1# their family members in New Zealand who would visit them next year.', ""#Person2# tells #Person1# about the relationships between their family and the uncle Bill's, who will visit them next year.""]",#Person1# learns about their extended family in New Zealand and their upcoming visit to Europe.,0.4487,0.9046,0.4559
58,"['#Person1# and #Person2# feel scared when heard Sarah insists on marrying Dick.', ""#Person1# and #Person2# are shocked about Sarah's love for Dick."", '#Person1# and #Person2# are surprised to know Sarah wants to marry Dick.']",#Person1# and #Person2# express shock and confusion over Sarah's decision to marry unfaithful Dick.,0.5005,0.9505,0.45
304,"['#Person1# and #Person2# are visiting the Eiffel Tower, which was named after its designer Gustave Eiffel.', ""#Person1# introduces the Eiffel Tower's history and height to #Person2#."", '#Person1# is introducing the Eiffel Tower to #Person2#.']","#Person1# educates #Person2# about the Eiffel Tower's history, height, and designer, Gustave Eiffel.",0.4857,0.9357,0.45
436,"['#Person1# takes a taxi to the railway station in the rush hour.', '#Person1# stops a taxi to the railway station and asks the driver to be slow and careful.', '#Person1# tells #Person2# to drive slowly and carefully to the railway station in the rush hour.']","#Person1# hires a taxi to the station, asks driver #Person2# to navigate rush hour traffic slowly and safely.",0.4859,0.9355,0.4496
267,"['#Person1# congratulates Mr. Stuart on winning a marathon.', '#Person1# congratulates Mr. Stuart on winning the city marathon.', '#Person1# congratulates Mr. Stuart on winning the city marathon.']","#Person1# congratulates Mr. Stuart on his city marathon win, both expressing excitement and pride in his achievement.",0.519,0.9626,0.4436
324,"['#Person2# calls Pizza House to deliver a thin crust seafood pizza to holyrood 9A.', ""Marty helps #Person2# order a thin crust seafood pizza. The order will be delivered to holyrood 9A in thirty minutes or it's free."", ""#Person2# orders a pizza delivery at Pizza House. Marty promises it will arrive in thirty minutes or it's free.""]","#Person2# orders a seafood pizza from Pizza House, to be delivered to Holyrood 9A within 30 minutes.",0.477,0.9204,0.4434
134,"['#Person1# wants to watch TV together with #Person2#, but #Person2# finds it boring. #Person2# suggests doing music together.', '#Person1# asks #Person2# to watch TV with #Person1# at home. However, #Person2# finds it boring and suggests doing music together.', '#Person1# wants #Person2# to watch TV with #Person1#. #Person2# thinks it is boring and suggests doing their music together.']","#Person1# wants to watch TV together, but #Person2# prefers educational activities and suggests shared music interest instead.",0.5013,0.9334,0.4321
432,"['Tom is asking Sara to take care of his son, since his daughter has a fever and they are taking her to the hospital.', 'Tom asks Sara to help to take care of his son when he takes his daughter to the hospital.', 'Tom calls Sara for her help to take care of his son Ken, because he is taking his daughter to the hospital.']","Tom asks Sara to care for his son Ken, as his daughter Maria is sick and needs hospitalization.",0.5215,0.9376,0.4162
143,"[""#Person2#'s friend is visiting #Person2#. #Person2# invites him to give a speech about multimodal text generation. #Person1# will attend it."", ""#Person2#'s friend is a Ph.D. student at the University of Edinburgh. He is visiting #Person2# and will give a speech about multimodal text generation. #Person1# will attend it."", ""#Person2#'s friend is visiting #Person2# and will give a speech about multimodal text generation. #Person1# thinks it interesting and will attend it.""]","#Person2#'s friend, a Ph.D. student from the University of Edinburgh, visits to give a speech on multimodal text generation at #Person2#'s lab.",0.5165,0.931,0.4145
224,"['Mr. Simpson agrees to have lunch with #Person1# on Thursday.', '#Person1# and Mr. Simpson will have lunch together.', ""Mr. Simpson accepts #Person1#'s invitation to lunch on Thursday.""]",#Person1# and Mr. Simpson agree to a lunch meeting at 12:30 on Thursday.,0.5126,0.9215,0.4088
495,"['Jack invites Charlie to play a new video game and Charlie is interested.', 'Jack asks Charlie to come over and play the new video games with him.', 'Jack invites Charlie to play video games after he picks up his dad. Charlie agrees.']",Jack invites Charlie to play a new video game at his house before picking up his dad from the airport.,0.5286,0.9339,0.4053
